nome_deputado,uf,categoria,valor_gasto,z_score
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,843.98,-1.2169
Bohn Gass,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,40,-1.248
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.7,-1.2483
Dagoberto Nogueira,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,41.3,-1.2605
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.6,-1.2706
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,272.29,-1.3122
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.4,-1.3153
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.4,-1.3153
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,145.02,-1.3356
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.3,-1.3377
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-1326.55,-1.3789
Pedro Paulo,RJ,PASSAGEM AÉREA - SIGEPA,-921.52,-1.3869
Pedro Paulo,RJ,PASSAGEM AÉREA - SIGEPA,-921.52,-1.3869
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,100,-1.3895
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,100,-1.3895
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,100,-1.3895
Bohn Gass,RS,PASSAGEM AÉREA - SIGEPA,-780.82,-1.3913
Pedro Paulo,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1759.03,-1.4489
Filipe Martins,TO,PASSAGEM AÉREA - SIGEPA,-3020.04,-1.4754
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-1472,-1.4785
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,101.09,-1.4988
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,100,-1.5081
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,100,-1.5081
Bohn Gass,RS,COMBUSTÍVEIS E LUBRIFICANTES.,238.76,-1.5262
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-1565.41,-1.5424
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,-1288.57,-1.6336
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,-1303.2,-1.6435
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-1844.82,-1.7338
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-1892.21,-1.7662
Dagoberto Nogueira,MS,PASSAGEM AÉREA - SIGEPA,-2803.77,-1.7728
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,63.34,-1.8125
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-2089.52,-1.9013
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,122.05,-1.9029
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,50.04,-1.9326
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,50,-1.933
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,50,-1.933
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,50,-1.933
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-2257.18,-2.0161
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,-1943.13,-2.0736
Pedro Paulo,RJ,PASSAGEM AÉREA - SIGEPA,-2021.15,-2.1261
Bohn Gass,RS,COMBUSTÍVEIS E LUBRIFICANTES.,212.44,-2.3327
Pedro Paulo,RJ,PASSAGEM AÉREA - SIGEPA,-2356.07,-2.3512
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-3020.04,-2.5385
